Batch_ID,Production_Date,Balls_Produced,Shift,Operator_ID
B062676,2023-01-20,1785,Morning,1014
B062677,2023-12-09,1349,Morning,1068
B062678,2023-10-10,4882,Afternoon,1051
B062679,2024-05-21,4311,Morning,1047
B062680,2024-11-21,3812,Night,1032
B062681,2024-06-17,3003,Afternoon,1030
B062682,2022-05-24,791,Night,1003
B062683,2023-03-17,4421,Afternoon,1093
B062684,2023-07-11,4163,Night,1012
B062685,2024-12-01,3986,Night,1018
B062686,2022-11-09,3663,Morning,1050
B062687,2024-11-18,3092,Night,1059
B062688,2022-11-02,1447,Night,1067
B062689,2024-07-05,1279,Afternoon,1052
B062690,2023-11-11,1897,Morning,1024
B062691,2022-03-21,2409,Afternoon,1028
B062692,2022-11-01,3878,Morning,1093
B062693,2022-09-05,2153,Morning,1044
B062694,2024-05-22,1048,Afternoon,1018
B062695,2022-12-10,3398,Morning,1017
B062696,2023-09-12,4010,Night,1049
B062697,2023-01-21,2649,Night,1049
B062698,2022-09-19,2746,Morning,1056
B062699,2024-01-30,1788,Morning,1069
B062700,2022-11-29,3195,Morning,1039
B062701,2022-05-31,4288,Night,1060
B062702,2024-03-13,3255,Morning,1097
B062703,2022-02-24,1101,Morning,1023
B062704,2024-06-23,4411,Morning,1084
B062705,2023-03-23,1434,Morning,1096
B062706,2022-07-31,4672,Night,1022
B062707,2023-06-08,2303,Morning,1041
B062708,2022-11-24,1005,Night,1057
B062709,2024-02-09,2517,Night,1074
B062710,2023-05-30,547,Morning,1025
B062711,2022-05-21,1297,Night,1087
B062712,2023-05-10,3131,Morning,1078
B062713,2022-06-19,4764,Night,1028
B062714,2023-07-07,3121,Morning,1008
B062715,2024-02-13,2756,Night,1039
B062716,2023-06-12,996,Afternoon,1020
B062717,2022-01-30,685,Night,1097
B062718,2022-07-08,3821,Morning,1037
B062719,2023-04-25,1231,Afternoon,1048
B062720,2023-01-27,2860,Night,1099
B062721,2024-03-15,1569,Morning,1052
B062722,2023-02-14,3029,Afternoon,1040
B062723,2023-06-12,3543,Morning,1089
B062724,2023-10-04,4832,Afternoon,1044
B062725,2022-03-17,4659,Night,1005
B062726,2022-02-23,3955,Night,1087
B062727,2023-06-17,2540,Night,1096
B062728,2023-08-16,1499,Afternoon,1038
B062729,2022-05-12,4026,Night,1013
B062730,2024-01-19,4882,Night,1093
B062731,2024-02-08,2964,Morning,1039
B062732,2024-04-27,628,Afternoon,1064
B062733,2023-09-18,930,Afternoon,1083
B062734,2023-09-15,2559,Afternoon,1080
B062735,2023-11-16,3188,Morning,1088
B062736,2022-04-01,4111,Night,1001
B062737,2022-07-21,2240,Night,1089
B062738,2023-07-30,4658,Afternoon,1000
B062739,2024-08-02,2899,Night,1066
B062740,2022-12-07,1624,Afternoon,1014
B062741,2023-02-25,4323,Morning,1025
B062742,2024-07-29,4121,Morning,1045
B062743,2024-11-10,4080,Night,1097
B062744,2022-03-24,3602,Morning,1024
B062745,2023-12-19,2977,Afternoon,1074
B062746,2022-09-20,3719,Morning,1030
B062747,2023-11-04,1011,Afternoon,1032
B062748,2024-09-26,3730,Afternoon,1096
B062749,2023-03-14,3945,Afternoon,1087
B062750,2024-04-07,1542,Afternoon,1025
B062751,2024-08-12,3166,Morning,1078
B062752,2024-06-01,3335,Night,1032
B062753,2022-06-03,781,Afternoon,1069
B062754,2024-04-11,1651,Morning,1035
B062755,2024-12-24,3003,Morning,1059
B062756,2022-02-05,1447,Afternoon,1093
B062757,2022-12-25,2168,Afternoon,1099
B062758,2024-02-06,4577,Morning,1057
B062759,2024-01-26,4709,Morning,1042
B062760,2024-12-18,2277,Night,1074
B062761,2023-03-31,1933,Morning,1079
B062762,2024-08-10,3763,Morning,1021
B062763,2022-12-08,3269,Afternoon,1071
B062764,2024-03-22,4971,Morning,1021
B062765,2024-10-10,3787,Afternoon,1099
B062766,2022-05-01,2625,Night,1055
B062767,2024-04-21,3065,Morning,1053
B062768,2023-07-20,4041,Afternoon,1027
B062769,2022-02-17,3943,Night,1032
B062770,2022-02-05,2570,Afternoon,1039
B062771,2022-10-10,2020,Morning,1060
B062772,2022-05-05,2606,Night,1086
B062773,2023-04-08,3244,Night,1092
B062774,2023-01-26,1207,Morning,1043
B062775,2022-02-04,4405,Afternoon,1023
B062776,2022-05-01,1489,Night,1025
B062777,2023-04-30,2251,Morning,1049
B062778,2023-05-11,936,Afternoon,1034
B062779,2024-12-07,3299,Afternoon,1021
B062780,2024-04-08,3665,Morning,1001
B062781,2023-08-02,2237,Morning,1078
B062782,2024-07-30,3559,Morning,1069
B062783,2023-10-31,3414,Morning,1046
B062784,2022-05-06,913,Afternoon,1085
B062785,2024-05-13,3774,Morning,1091
B062786,2023-01-06,729,Morning,1004
B062787,2024-04-17,2467,Morning,1089
B062788,2023-07-21,1275,Afternoon,1046
B062789,2023-02-28,870,Afternoon,1059
B062790,2024-01-16,2420,Night,1082
B062791,2024-04-06,3393,Afternoon,1029
B062792,2022-04-13,1129,Morning,1026
B062793,2023-09-27,3360,Afternoon,1018
B062794,2022-09-22,2825,Morning,1016
B062795,2023-02-28,2998,Morning,1025
B062796,2024-01-23,2415,Afternoon,1044
B062797,2022-04-22,1896,Night,1000
B062798,2024-09-15,2939,Morning,1060
B062799,2024-03-27,1159,Morning,1079
B062800,2022-03-13,1753,Morning,1078
B062801,2022-01-10,3891,Night,1019
B062802,2024-02-26,2837,Night,1008
B062803,2023-11-07,707,Night,1093
B062804,2022-09-25,3444,Afternoon,1063
B062805,2023-04-13,3015,Afternoon,1027
B062806,2023-11-04,2718,Night,1013
B062807,2024-07-27,4833,Night,1003
B062808,2024-09-21,1017,Night,1071
B062809,2023-01-14,1841,Morning,1061
B062810,2023-08-01,2548,Afternoon,1027
B062811,2023-10-20,1038,Morning,1056
B062812,2022-04-04,2791,Afternoon,1093
B062813,2023-09-15,1877,Morning,1068
B062814,2022-06-05,4490,Afternoon,1055
B062815,2023-04-03,1386,Night,1098
B062816,2024-08-08,4680,Night,1038
B062817,2024-08-24,4735,Afternoon,1046
B062818,2022-12-05,2284,Afternoon,1031
B062819,2024-08-20,3749,Afternoon,1031
B062820,2023-09-11,3813,Afternoon,1060
B062821,2024-10-25,1440,Afternoon,1023
B062822,2024-11-18,2547,Morning,1075
B062823,2024-09-09,4939,Night,1065
B062824,2022-03-11,2106,Night,1060
B062825,2023-04-08,1605,Morning,1088
B062826,2024-06-08,2206,Afternoon,1088
B062827,2024-09-07,2725,Afternoon,1074
B062828,2022-03-03,2554,Afternoon,1083
B062829,2024-12-03,1325,Morning,1059
B062830,2023-05-28,1954,Afternoon,1060
B062831,2022-03-27,888,Night,1004
B062832,2022-08-25,2585,Morning,1052
B062833,2022-09-10,1424,Morning,1032
B062834,2022-03-31,2841,Morning,1038
B062835,2024-10-04,4312,Night,1075
B062836,2023-04-13,944,Afternoon,1046
B062837,2024-03-02,2030,Afternoon,1030
B062838,2022-10-15,2762,Night,1064
B062839,2024-08-31,1442,Night,1069
B062840,2022-02-27,3751,Night,1018
B062841,2024-02-05,2460,Morning,1099
B062842,2022-05-09,1313,Night,1014
B062843,2024-03-19,1206,Night,1012
B062844,2022-12-12,3447,Night,1046
B062845,2024-06-13,2216,Night,1017
B062846,2024-09-21,2880,Morning,1089
B062847,2024-04-25,1822,Night,1011
B062848,2023-03-03,4039,Morning,1059
B062849,2022-11-18,1577,Night,1037
B062850,2022-09-15,2213,Night,1068
B062851,2023-06-18,1456,Night,1010
B062852,2022-03-20,4240,Night,1001
B062853,2023-08-02,1769,Afternoon,1075
B062854,2024-08-09,1931,Night,1044
B062855,2022-10-03,1293,Afternoon,1086
B062856,2022-01-21,2492,Afternoon,1010
B062857,2022-07-03,2467,Night,1010
B062858,2023-06-05,2654,Night,1015
B062859,2024-04-28,4423,Morning,1037
B062860,2024-04-25,978,Morning,1044
B062861,2024-06-04,1343,Morning,1076
B062862,2023-06-28,965,Night,1040
B062863,2024-12-08,3019,Afternoon,1017
B062864,2023-08-12,4757,Afternoon,1043
B062865,2023-08-15,3360,Night,1040
B062866,2024-12-29,2442,Morning,1038
B062867,2022-09-10,1094,Night,1031
B062868,2023-07-10,610,Afternoon,1091
B062869,2023-05-24,3036,Morning,1054
B062870,2023-07-16,2843,Morning,1092
B062871,2022-07-23,4564,Afternoon,1092
B062872,2024-08-23,4829,Afternoon,1049
B062873,2022-09-08,1577,Afternoon,1020
B062874,2024-10-24,2923,Afternoon,1078
B062875,2024-11-21,4439,Night,1071
B062876,2023-09-14,1207,Afternoon,1011
B062877,2022-05-12,4677,Morning,1060
B062878,2024-03-29,1399,Night,1017
B062879,2022-12-07,4002,Night,1008
B062880,2022-12-03,4422,Night,1043
B062881,2022-05-31,3276,Afternoon,1043
B062882,2022-02-19,4342,Morning,1065
B062883,2023-04-24,1524,Night,1019
B062884,2022-08-07,3821,Morning,1007
B062885,2024-12-25,4949,Morning,1060
B062886,2023-02-19,3314,Morning,1088
B062887,2023-02-15,1930,Morning,1051
B062888,2023-01-15,3050,Afternoon,1091
B062889,2024-05-13,1812,Night,1092
B062890,2023-10-30,1915,Night,1018
B062891,2023-04-01,2942,Afternoon,1001
B062892,2024-11-01,1228,Afternoon,1093
B062893,2023-07-27,2699,Night,1055
B062894,2023-07-31,1059,Afternoon,1022
B062895,2022-05-05,4337,Night,1099
B062896,2023-06-06,2214,Morning,1099
B062897,2022-05-07,2671,Morning,1027
B062898,2022-12-16,744,Morning,1064
B062899,2022-03-12,1889,Night,1025
B062900,2022-01-12,850,Night,1063
B062901,2023-05-15,958,Morning,1037
B062902,2023-11-07,4153,Night,1058
B062903,2024-05-05,1870,Morning,1050
B062904,2024-07-12,3248,Afternoon,1059
B062905,2024-01-23,2884,Afternoon,1094
B062906,2024-06-10,4098,Morning,1091
B062907,2022-03-08,4072,Night,1010
B062908,2023-07-16,4612,Night,1065
B062909,2024-06-21,2295,Morning,1022
B062910,2022-08-25,1693,Morning,1053
B062911,2022-01-07,4254,Morning,1036
B062912,2022-03-04,831,Afternoon,1010
B062913,2024-11-09,947,Afternoon,1004
B062914,2024-11-13,2820,Night,1031
B062915,2023-05-22,1861,Night,1015
B062916,2022-03-03,1667,Night,1050
B062917,2024-12-16,2613,Afternoon,1011
B062918,2023-02-22,4823,Morning,1026
B062919,2023-03-09,1238,Night,1086
B062920,2022-11-30,2691,Afternoon,1072
B062921,2024-07-10,2723,Night,1005
B062922,2022-08-03,3915,Afternoon,1034
B062923,2022-12-14,1380,Afternoon,1053
B062924,2022-04-13,1572,Morning,1065
B062925,2024-07-09,2263,Morning,1086
B062926,2024-12-19,3093,Afternoon,1054
B062927,2024-06-06,4784,Morning,1038
B062928,2023-09-05,782,Night,1008
B062929,2023-07-10,2359,Morning,1002
B062930,2022-04-05,2837,Night,1001
B062931,2024-09-15,2258,Night,1052
B062932,2024-06-24,4427,Morning,1007
B062933,2024-06-16,4180,Morning,1064
B062934,2024-02-09,2433,Night,1068
B062935,2022-11-28,2653,Afternoon,1007
B062936,2024-01-28,4624,Night,1002
B062937,2022-08-21,1961,Morning,1001
B062938,2022-12-24,1000,Night,1017
B062939,2022-04-25,1632,Afternoon,1064
B062940,2022-01-22,3821,Afternoon,1047
B062941,2023-03-26,951,Night,1090
B062942,2023-07-31,4783,Morning,1054
B062943,2024-07-15,1429,Night,1061
B062944,2023-09-04,598,Afternoon,1062
B062945,2023-08-26,4107,Afternoon,1047
B062946,2022-01-04,4250,Afternoon,1044
B062947,2023-04-19,4365,Night,1080
B062948,2023-02-05,2616,Night,1027
B062949,2022-01-19,2795,Morning,1045
B062950,2024-01-28,3331,Afternoon,1043
B062951,2024-12-01,2136,Morning,1017
B062952,2023-06-11,4790,Afternoon,1014
B062953,2022-05-28,3013,Night,1033
B062954,2024-11-26,3138,Morning,1057
B062955,2022-04-07,4483,Night,1032
B062956,2023-10-27,4211,Afternoon,1018
B062957,2024-01-27,887,Night,1001
B062958,2022-03-24,2443,Afternoon,1003
B062959,2023-04-05,3405,Afternoon,1046
B062960,2023-06-03,3435,Afternoon,1003
B062961,2024-09-19,1383,Night,1029
B062962,2022-09-11,1806,Morning,1065
B062963,2023-02-07,3624,Morning,1096
B062964,2024-10-09,1069,Night,1089
B062965,2023-09-19,4445,Night,1040
B062966,2023-05-27,4941,Afternoon,1091
B062967,2024-12-22,1703,Afternoon,1032
B062968,2023-03-06,901,Afternoon,1050
B062969,2024-12-17,2663,Night,1038
B062970,2023-08-07,1047,Afternoon,1096
B062971,2023-07-28,4160,Afternoon,1005
B062972,2022-09-24,4574,Night,1064
B062973,2024-12-21,1757,Afternoon,1083
B062974,2022-12-02,3935,Night,1091
B062975,2022-01-18,2956,Afternoon,1040
B062976,2022-01-22,4422,Morning,1023
B062977,2024-07-31,4126,Night,1058
B062978,2023-09-16,2103,Afternoon,1013
B062979,2024-06-22,1031,Morning,1088
B062980,2022-03-30,3508,Night,1022
B062981,2023-11-08,3765,Morning,1036
B062982,2023-12-20,2655,Night,1081
B062983,2022-02-27,3505,Night,1035
B062984,2024-07-25,1343,Afternoon,1092
B062985,2024-02-10,1700,Night,1084
B062986,2024-10-13,2888,Afternoon,1018
B062987,2023-07-31,4280,Night,1061
B062988,2022-03-20,4035,Afternoon,1023
B062989,2024-12-09,704,Morning,1052
B062990,2023-08-11,3494,Night,1009
B062991,2023-12-04,2165,Afternoon,1034
B062992,2023-03-12,882,Afternoon,1048
B062993,2022-07-21,3967,Night,1049
B062994,2022-09-27,2932,Night,1069
B062995,2022-10-13,3999,Night,1073
B062996,2024-08-14,2456,Afternoon,1004
B062997,2022-03-15,2758,Morning,1068
B062998,2022-07-06,804,Afternoon,1051
B062999,2022-09-23,3713,Morning,1020
B063000,2022-07-11,3635,Night,1011
B063001,2022-12-21,2730,Night,1033
B063002,2022-04-18,2433,Afternoon,1046
B063003,2023-12-15,3722,Night,1071
B063004,2023-08-23,2028,Morning,1098
B063005,2023-04-01,2377,Afternoon,1052
B063006,2022-03-15,1027,Morning,1057
B063007,2022-10-24,2711,Night,1088
B063008,2022-08-28,4277,Afternoon,1025
B063009,2022-04-11,2629,Afternoon,1056
B063010,2022-05-14,2102,Morning,1079
B063011,2024-04-30,3233,Afternoon,1055
B063012,2024-07-17,4073,Night,1020
B063013,2022-12-31,810,Morning,1075
B063014,2024-11-07,2509,Morning,1056
B063015,2024-09-01,778,Night,1037
B063016,2022-06-03,752,Night,1036
B063017,2022-06-22,3156,Afternoon,1063
B063018,2023-07-08,3983,Night,1020
B063019,2022-05-10,1674,Night,1040
B063020,2022-12-20,1351,Night,1099
B063021,2022-10-26,1997,Night,1063
B063022,2023-07-28,4637,Afternoon,1061
B063023,2022-05-17,3962,Night,1017
B063024,2022-12-29,2038,Night,1096
B063025,2023-06-02,2516,Afternoon,1028
B063026,2024-12-24,1484,Afternoon,1076
B063027,2024-12-30,4763,Night,1042
B063028,2023-04-16,3449,Morning,1094
B063029,2022-01-17,2155,Night,1096
B063030,2024-09-18,1147,Afternoon,1036
B063031,2024-02-19,3057,Afternoon,1043
B063032,2022-07-19,899,Afternoon,1062
B063033,2023-07-29,1394,Morning,1018
B063034,2022-10-17,2539,Night,1047
B063035,2023-10-05,3738,Morning,1047
B063036,2024-02-27,3260,Afternoon,1079
B063037,2022-11-21,1983,Afternoon,1021
B063038,2022-05-28,1711,Morning,1092
B063039,2024-10-30,710,Night,1071
B063040,2022-08-04,4174,Morning,1086
B063041,2023-02-23,3573,Morning,1097
B063042,2023-08-04,3639,Morning,1002
B063043,2024-08-24,977,Morning,1067
B063044,2024-02-28,766,Morning,1004
B063045,2022-06-23,2334,Afternoon,1037
B063046,2023-12-24,2953,Morning,1012
B063047,2024-06-30,1022,Night,1013
B063048,2024-05-24,1047,Afternoon,1011
B063049,2022-11-04,4974,Night,1045
B063050,2024-05-24,4182,Night,1053
B063051,2024-04-01,1532,Morning,1005
B063052,2023-09-04,3784,Night,1037
B063053,2023-06-20,1429,Night,1062
B063054,2024-02-11,2629,Morning,1097
B063055,2023-11-21,3626,Afternoon,1098
B063056,2024-03-08,1852,Night,1053
B063057,2024-04-17,1306,Morning,1005
B063058,2024-03-11,4725,Afternoon,1024
B063059,2023-10-11,692,Night,1036
B063060,2024-05-07,774,Afternoon,1052
B063061,2023-02-11,4708,Morning,1082
B063062,2024-08-20,2821,Morning,1061
B063063,2023-07-25,3391,Afternoon,1086
B063064,2023-08-04,4328,Night,1094
B063065,2023-10-06,4589,Night,1053
B063066,2023-02-27,1653,Night,1054
B063067,2023-06-18,1347,Morning,1044
B063068,2022-11-01,2826,Night,1070
B063069,2023-02-13,3726,Morning,1043
B063070,2022-03-14,2641,Night,1064
B063071,2023-06-29,3470,Night,1028
B063072,2024-07-14,2721,Afternoon,1085
B063073,2022-11-25,2765,Afternoon,1066
B063074,2022-06-06,4550,Morning,1093
B063075,2024-12-10,4064,Night,1034
B063076,2024-08-29,2070,Night,1070
B063077,2022-09-12,541,Afternoon,1001
B063078,2023-10-18,715,Morning,1009
B063079,2024-02-11,2925,Night,1001
B063080,2024-04-26,2278,Afternoon,1005
B063081,2023-09-23,1469,Afternoon,1005
B063082,2024-10-22,4173,Morning,1041
B063083,2023-01-13,4952,Night,1072
B063084,2022-02-06,2102,Morning,1049
B063085,2023-06-03,4029,Afternoon,1033
B063086,2024-11-01,2524,Morning,1067
B063087,2024-08-25,4809,Afternoon,1089
B063088,2022-04-10,4241,Night,1023
B063089,2023-07-09,4398,Night,1019
B063090,2024-10-17,1368,Afternoon,1090
B063091,2023-02-01,1253,Afternoon,1032
B063092,2024-08-18,1918,Afternoon,1061
B063093,2024-05-15,2236,Afternoon,1079
B063094,2023-03-04,1851,Night,1031
B063095,2022-02-06,3134,Night,1091
B063096,2024-12-04,1045,Morning,1057
B063097,2022-12-19,2876,Afternoon,1012
B063098,2023-10-21,4266,Morning,1043
B063099,2023-11-14,3347,Afternoon,1012
B063100,2024-04-15,4594,Afternoon,1075
B063101,2024-08-24,4181,Afternoon,1067
B063102,2024-08-18,2145,Morning,1035
B063103,2024-12-07,3995,Night,1035
B063104,2024-08-05,819,Afternoon,1084
B063105,2024-04-19,3471,Morning,1009
B063106,2024-04-18,4840,Night,1074
B063107,2024-09-02,3061,Afternoon,1043
B063108,2024-08-09,3739,Night,1019
B063109,2023-01-06,4720,Night,1095
B063110,2022-08-11,4102,Afternoon,1029
B063111,2022-12-25,703,Afternoon,1077
B063112,2024-03-02,1194,Morning,1009
B063113,2022-05-03,4228,Afternoon,1091
B063114,2024-10-08,3973,Afternoon,1034
B063115,2023-10-17,3182,Morning,1077
B063116,2022-05-12,3905,Afternoon,1098
B063117,2023-07-23,4964,Morning,1053
B063118,2024-05-14,3863,Night,1046
B063119,2023-06-15,2476,Morning,1056
B063120,2024-09-08,4739,Afternoon,1006
B063121,2023-08-17,3772,Night,1059
B063122,2023-03-23,3102,Night,1081
B063123,2022-02-03,4837,Afternoon,1011
B063124,2023-03-28,4613,Afternoon,1010
B063125,2024-12-30,4925,Night,1068
B063126,2023-12-12,2656,Morning,1067
B063127,2023-07-23,4960,Afternoon,1035
B063128,2022-07-08,3810,Night,1041
B063129,2022-01-19,3291,Morning,1055
B063130,2022-12-28,3710,Morning,1065
B063131,2023-02-24,4509,Night,1056
B063132,2023-09-07,3953,Afternoon,1044
B063133,2022-08-24,1046,Afternoon,1090
B063134,2024-09-21,4982,Morning,1057
B063135,2023-05-04,3960,Night,1061
B063136,2023-02-05,2144,Morning,1004
B063137,2022-02-28,1687,Morning,1034
B063138,2023-12-30,806,Afternoon,1040
B063139,2024-01-06,3157,Afternoon,1027
B063140,2022-03-10,1125,Night,1012
B063141,2022-12-21,4187,Afternoon,1050
B063142,2023-11-10,3114,Morning,1093
B063143,2022-10-04,4135,Morning,1072
B063144,2022-03-22,964,Night,1066
B063145,2023-04-21,2956,Morning,1066
B063146,2023-04-29,2877,Afternoon,1058
B063147,2024-08-08,4475,Night,1026
B063148,2024-04-11,794,Afternoon,1038
B063149,2022-04-02,3542,Afternoon,1037
B063150,2024-05-29,3729,Afternoon,1061
B063151,2024-10-21,1817,Afternoon,1020
B063152,2024-04-27,4185,Afternoon,1098
B063153,2023-04-03,3876,Afternoon,1034
B063154,2022-08-09,2758,Morning,1012
B063155,2023-01-28,3211,Morning,1083
B063156,2024-12-03,1314,Afternoon,1029
B063157,2024-07-02,4997,Morning,1023
B063158,2023-07-13,2386,Afternoon,1082
B063159,2024-12-17,4513,Morning,1036
B063160,2022-03-18,1470,Night,1037
B063161,2023-11-20,4527,Night,1043
B063162,2023-11-29,3965,Morning,1032
B063163,2024-10-18,3317,Afternoon,1007
B063164,2022-09-27,4120,Afternoon,1074
B063165,2022-04-14,1201,Night,1067
B063166,2023-01-17,4325,Afternoon,1038
B063167,2022-12-13,709,Morning,1044
B063168,2024-06-11,4345,Night,1062
B063169,2023-04-03,984,Afternoon,1025
B063170,2022-04-20,4988,Morning,1088
B063171,2022-04-03,610,Afternoon,1064
B063172,2023-03-22,2394,Morning,1021
B063173,2023-01-22,4253,Night,1037
B063174,2022-05-31,4252,Night,1093
B063175,2024-07-31,4936,Morning,1006
B063176,2023-07-29,3890,Night,1040
B063177,2023-11-04,1222,Morning,1042
B063178,2024-03-23,1611,Afternoon,1018
B063179,2022-02-01,1315,Night,1047
B063180,2023-10-08,1230,Morning,1031
B063181,2023-05-03,1726,Morning,1083
B063182,2022-08-08,751,Afternoon,1039
B063183,2022-10-14,3876,Afternoon,1087
B063184,2024-10-29,4772,Afternoon,1016
B063185,2024-05-30,2266,Night,1039
B063186,2024-05-20,1082,Afternoon,1027
B063187,2023-12-09,3401,Night,1020
B063188,2023-05-22,2404,Night,1015
B063189,2024-04-08,714,Afternoon,1066
B063190,2022-08-22,739,Morning,1060
B063191,2023-09-04,1130,Morning,1073
B063192,2022-02-24,3478,Afternoon,1011
B063193,2024-12-28,2985,Night,1057
B063194,2022-02-12,2489,Afternoon,1040
B063195,2023-11-25,3767,Afternoon,1099
B063196,2024-05-11,1247,Morning,1006
B063197,2023-03-16,2686,Night,1065
B063198,2024-07-02,4648,Morning,1065
B063199,2023-06-18,4597,Night,1039
B063200,2022-08-29,1879,Morning,1049
B063201,2024-06-05,2997,Afternoon,1093
B063202,2024-08-28,4077,Night,1067
B063203,2022-07-18,1524,Morning,1008
B063204,2024-08-25,1515,Morning,1061
B063205,2022-03-06,2255,Morning,1060
B063206,2023-04-21,4006,Night,1024
B063207,2023-02-04,1741,Morning,1027
B063208,2024-08-14,4737,Morning,1009
B063209,2024-01-23,3022,Night,1010
B063210,2022-03-17,2158,Afternoon,1091
B063211,2022-03-08,3092,Afternoon,1087
B063212,2022-01-31,1529,Morning,1079
B063213,2023-05-14,577,Afternoon,1022
B063214,2024-01-31,4822,Morning,1035
B063215,2024-09-28,2659,Night,1020
B063216,2024-10-31,1965,Morning,1066
B063217,2022-06-06,1468,Morning,1031
B063218,2024-02-26,4414,Morning,1069
B063219,2022-07-04,2235,Night,1056
B063220,2024-12-25,562,Morning,1098
B063221,2024-06-18,4317,Morning,1016
B063222,2022-01-20,630,Night,1035
B063223,2023-07-22,1788,Morning,1037
B063224,2023-09-10,1749,Afternoon,1005
B063225,2024-02-01,3278,Night,1038
B063226,2023-01-29,4855,Morning,1023
B063227,2024-12-28,2660,Morning,1091
B063228,2024-10-09,3424,Morning,1024
B063229,2023-08-08,4473,Morning,1037
B063230,2023-11-07,4054,Afternoon,1006
B063231,2022-08-18,3409,Night,1060
B063232,2022-09-19,747,Night,1085
B063233,2022-03-17,3579,Night,1004
B063234,2022-02-18,3245,Morning,1023
B063235,2024-12-06,711,Night,1010
B063236,2023-06-02,1133,Morning,1049
B063237,2024-01-09,4366,Morning,1094
B063238,2022-12-10,3804,Night,1010
B063239,2023-02-01,1129,Morning,1017
B063240,2023-04-27,4368,Night,1089
B063241,2024-04-16,3283,Night,1008
B063242,2022-11-05,1892,Night,1090
B063243,2022-03-21,2984,Morning,1095
B063244,2024-02-08,578,Afternoon,1006
B063245,2024-01-23,1820,Afternoon,1026
B063246,2023-02-17,3053,Afternoon,1077
B063247,2022-10-21,1421,Morning,1028
B063248,2024-05-04,3304,Afternoon,1061
B063249,2022-10-09,2224,Morning,1029
B063250,2024-10-02,3932,Morning,1043
B063251,2023-05-19,1225,Night,1002
B063252,2023-11-30,3219,Night,1025
B063253,2024-08-09,3931,Afternoon,1028
B063254,2024-09-11,838,Afternoon,1012
B063255,2023-04-09,1820,Night,1041
B063256,2022-09-08,887,Morning,1094
B063257,2024-08-09,4243,Night,1013
B063258,2022-08-09,3966,Afternoon,1072
B063259,2024-07-28,3027,Morning,1016
B063260,2022-11-25,4191,Night,1062
B063261,2022-07-11,2750,Afternoon,1047
B063262,2023-12-23,1002,Night,1062
B063263,2024-07-27,2654,Morning,1038
B063264,2024-05-22,3983,Morning,1034
B063265,2024-02-02,1517,Afternoon,1055
B063266,2022-08-13,3000,Night,1041
B063267,2024-10-18,3420,Morning,1099
B063268,2022-08-09,1755,Morning,1012
B063269,2022-02-14,4175,Morning,1015
B063270,2024-11-12,879,Night,1081
B063271,2023-02-04,2417,Afternoon,1055
B063272,2023-07-24,2200,Morning,1021
B063273,2022-12-17,1690,Afternoon,1055
B063274,2023-12-19,556,Afternoon,1038
B063275,2022-06-10,1911,Morning,1092
B063276,2024-09-12,3323,Night,1059
B063277,2022-11-07,1660,Morning,1054
B063278,2022-01-11,634,Afternoon,1062
B063279,2022-02-23,909,Morning,1069
B063280,2024-05-09,3115,Afternoon,1049
B063281,2024-09-15,4863,Night,1020
B063282,2024-08-09,3455,Morning,1023
B063283,2022-05-18,3112,Night,1069
B063284,2024-05-10,1694,Afternoon,1050
B063285,2024-07-09,2629,Morning,1046
B063286,2022-09-10,4965,Night,1027
B063287,2023-03-26,4720,Morning,1084
B063288,2022-01-23,4587,Afternoon,1073
B063289,2024-10-03,1701,Morning,1016
B063290,2023-09-24,840,Afternoon,1035
B063291,2022-05-16,1527,Afternoon,1056
B063292,2024-02-28,768,Afternoon,1026
B063293,2023-06-12,4835,Morning,1023
B063294,2022-06-01,4489,Afternoon,1036
B063295,2024-01-30,2022,Night,1045
B063296,2023-05-31,1494,Night,1073
B063297,2023-07-09,1127,Night,1073
B063298,2024-02-03,1094,Afternoon,1050
B063299,2022-03-22,1774,Night,1078
B063300,2022-04-03,2453,Morning,1004
B063301,2024-01-27,2663,Morning,1007
B063302,2023-08-30,4235,Afternoon,1008
B063303,2023-05-24,1675,Morning,1018
B063304,2024-06-30,1160,Night,1011
B063305,2023-09-30,2611,Afternoon,1052
B063306,2024-04-12,1607,Night,1010
B063307,2024-09-04,3267,Afternoon,1092
B063308,2024-08-18,1159,Afternoon,1016
B063309,2024-02-06,792,Night,1002
B063310,2022-06-06,2985,Afternoon,1091
B063311,2022-10-13,4469,Afternoon,1003
B063312,2022-05-19,1928,Morning,1079
B063313,2024-09-13,4321,Morning,1025
B063314,2023-07-21,3937,Morning,1047
B063315,2023-11-27,3959,Afternoon,1090
B063316,2022-02-19,2322,Morning,1042
B063317,2022-12-12,1384,Morning,1065
B063318,2024-04-02,2036,Night,1076
B063319,2024-04-19,542,Afternoon,1045
B063320,2023-04-10,1907,Morning,1048
B063321,2022-01-15,676,Night,1085
B063322,2023-01-25,3290,Afternoon,1039
B063323,2024-12-27,2803,Morning,1079
B063324,2024-03-25,4685,Afternoon,1036
B063325,2022-03-15,4921,Morning,1036
B063326,2023-12-08,1802,Morning,1035
B063327,2024-07-31,1611,Afternoon,1058
B063328,2024-05-07,4386,Afternoon,1067
B063329,2022-04-17,3766,Morning,1039
B063330,2024-04-14,3104,Afternoon,1056
B063331,2022-02-15,1725,Night,1045
B063332,2022-03-02,3745,Night,1035
