Machine_ID,Log_Date,Downtime_Minutes,Efficiency_%,Maintenance_Required
15,2024-07-12,6,75.42,No
48,2023-06-05,106,85.01,No
30,2023-05-25,21,81.95,No
21,2022-01-19,84,88.8,No
49,2022-04-17,21,97.15,No
21,2022-06-27,1,90.12,No
4,2023-04-22,112,83.96,No
23,2023-03-19,22,83.95,No
22,2023-07-11,119,78.24,No
28,2022-06-22,103,79.17,No
19,2022-03-14,73,96.91,No
43,2023-08-28,44,75.46,No
39,2023-04-20,35,80.84,No
6,2024-12-22,30,80.38,No
16,2022-10-21,93,93.66,No
34,2023-12-22,19,90.53,No
21,2023-04-14,103,80.62,No
18,2022-08-14,52,86.72,Yes
32,2023-04-18,89,94.35,Yes
27,2022-12-12,115,78.61,No
31,2022-04-16,38,75.95,No
35,2022-11-09,100,87.19,Yes
30,2022-06-12,55,80.56,No
7,2022-10-04,113,79.7,No
18,2023-07-14,32,94.72,No
22,2022-09-08,41,97.01,No
41,2024-01-30,109,94.47,No
43,2022-10-09,45,97.6,No
25,2023-03-31,6,76.28,No
16,2022-12-10,107,85.93,No
34,2022-05-17,91,78.71,No
2,2023-07-24,28,90.15,Yes
2,2023-11-24,114,96.48,No
20,2023-05-05,81,95.4,Yes
8,2022-05-23,81,94.06,No
17,2024-11-24,3,87.8,No
36,2023-05-25,102,90.41,Yes
1,2022-02-04,70,80.65,No
23,2022-10-05,11,77.22,No
5,2024-05-31,87,86.96,No
29,2024-01-17,16,83.54,No
11,2023-12-25,109,76.17,No
12,2024-08-21,2,83.45,No
1,2024-01-07,28,82.76,No
6,2024-10-20,98,90.85,Yes
29,2022-08-15,65,86.36,No
3,2024-01-13,27,77.99,No
35,2022-08-19,87,96.74,No
27,2023-05-15,3,82.55,No
27,2024-06-28,102,97.87,No
43,2022-12-06,104,84.08,No
38,2023-12-10,12,89.9,Yes
12,2022-12-12,59,78.77,No
10,2024-08-21,48,78.56,No
36,2023-04-13,58,82.03,No
47,2024-03-18,72,95.22,No
20,2024-03-30,115,76.26,No
10,2022-07-26,77,96.37,No
42,2022-07-21,14,98.35,Yes
18,2023-09-06,82,96.87,No
20,2023-11-23,47,96.69,No
37,2022-02-01,44,92.3,No
40,2024-06-23,9,92.21,No
4,2022-04-18,24,89.55,No
16,2024-03-07,106,82.97,No
18,2022-09-09,4,82.71,No
31,2024-01-18,1,92.89,No
49,2022-05-26,116,78.79,No
9,2024-11-27,76,88.56,No
36,2023-11-04,94,77.85,No
24,2022-10-16,77,91.68,No
32,2023-02-02,103,91.3,No
46,2022-05-05,41,92.24,No
14,2023-08-16,82,97.5,No
48,2023-11-14,61,82.63,No
24,2023-10-22,73,80.83,No
23,2023-06-30,67,83.03,No
33,2022-10-12,117,94.76,No
47,2024-04-13,88,75.84,No
16,2022-05-05,53,95.15,No
18,2022-09-08,111,88.95,No
13,2022-05-11,109,81.77,No
21,2023-11-23,30,96.61,No
11,2024-03-02,5,85.34,No
46,2022-09-24,16,82.39,No
40,2023-02-28,13,98.39,No
6,2024-04-27,3,92.78,No
35,2023-01-01,78,75.41,No
14,2024-08-20,62,78.01,No
7,2023-08-22,17,90.09,No
13,2023-12-28,35,81.5,No
40,2022-11-02,57,80.28,No
12,2023-10-10,2,93.01,No
4,2022-08-17,36,98.67,No
44,2023-12-08,16,85.27,No
32,2024-10-28,1,87.23,No
21,2023-02-15,63,82.65,Yes
26,2024-11-16,47,80.22,No
12,2022-12-02,99,77.62,Yes
6,2023-09-10,74,90.62,No
26,2022-08-27,91,86.34,No
33,2023-03-02,46,87.72,No
36,2022-08-04,22,87.53,No
41,2024-11-15,45,86.72,Yes
29,2024-10-24,52,81.67,No
40,2023-09-27,100,95.39,No
7,2022-12-18,45,95.46,No
3,2023-04-27,57,94.67,No
13,2023-01-04,11,78.67,No
48,2023-09-11,10,92.91,No
1,2024-03-22,93,92.26,No
25,2023-10-05,78,96.23,No
49,2023-12-09,16,75.73,No
24,2024-09-08,63,92.61,No
19,2024-09-11,21,81.73,No
35,2024-09-12,91,82.1,No
33,2024-11-30,55,84.5,No
18,2022-11-09,67,97.71,No
7,2022-07-18,102,82.06,No
24,2022-09-03,13,88.14,No
19,2023-10-05,87,85.37,Yes
6,2023-12-02,54,98.04,No
31,2022-06-23,45,94.11,No
23,2023-04-15,64,84.6,No
11,2022-11-30,41,79.2,No
18,2022-08-18,15,83.59,No
10,2024-09-28,58,83.16,No
28,2022-05-11,37,76.12,No
22,2024-05-04,93,94.06,No
49,2022-10-31,17,94.15,No
20,2023-03-09,77,86.78,No
30,2024-03-03,31,89.28,No
22,2023-04-22,44,84.42,No
39,2023-10-03,97,89.51,No
26,2023-03-28,78,93.66,No
36,2023-11-01,21,89.61,No
35,2022-03-20,17,81.58,No
48,2023-01-13,22,97.03,No
8,2024-09-12,41,98.04,No
19,2024-04-30,109,95.9,No
29,2022-07-27,28,77.62,No
22,2023-04-23,13,81.66,No
49,2023-04-09,113,86.31,No
36,2022-07-27,36,76.73,No
45,2024-04-24,75,87.23,No
46,2024-11-13,19,95.45,No
9,2023-05-16,84,98.02,No
17,2024-05-24,105,77.1,No
9,2024-10-25,25,83.9,No
12,2022-12-08,36,88.78,No
8,2023-04-17,111,97.97,No
31,2023-01-08,51,80.9,No
40,2024-03-18,33,81.64,No
9,2023-12-08,76,85.19,No
40,2022-02-11,65,84.58,No
11,2022-03-18,102,97.78,No
36,2023-11-13,77,77.4,No
13,2023-10-29,58,95.4,No
42,2022-04-28,46,81.18,No
28,2022-05-04,105,89.69,No
23,2022-10-01,67,89.19,No
44,2024-09-14,5,80.69,Yes
13,2022-08-05,75,77.98,No
36,2024-08-14,98,75.12,No
5,2023-03-22,105,81.74,No
6,2024-10-20,81,79.2,Yes
19,2024-12-11,107,97.22,No
2,2024-05-30,110,85.29,No
20,2023-08-05,77,82.8,No
43,2023-05-08,30,83.19,No
35,2022-05-22,11,90.63,No
28,2024-09-08,68,94.26,No
16,2022-03-11,49,77.6,Yes
3,2023-01-29,45,95.47,No
4,2024-07-11,35,92.99,No
32,2022-11-13,62,89.26,No
32,2024-07-07,117,81.22,No
46,2023-07-21,45,89.58,No
26,2024-03-16,43,87.63,No
28,2024-01-12,48,76.81,No
39,2024-04-04,47,91.31,Yes
43,2022-04-09,105,94.99,No
9,2022-08-26,90,92.92,No
24,2022-05-28,43,90.84,Yes
35,2023-06-14,34,79.15,No
24,2023-07-24,12,87.21,No
29,2022-02-05,26,95.31,No
22,2022-04-07,110,93.32,No
33,2023-01-27,45,91.97,No
5,2023-10-26,62,93.48,No
47,2023-09-19,17,83.15,No
15,2023-11-14,65,89.96,No
20,2023-01-09,1,93.61,No
19,2023-03-22,57,82.92,No
37,2022-06-24,112,94.5,No
40,2023-06-10,10,93.51,Yes
35,2024-03-09,23,91.7,No
45,2023-11-10,54,96.58,No
21,2024-05-31,89,82.09,Yes
13,2023-11-16,88,89.92,No
32,2022-11-22,19,88.36,No
27,2022-04-12,100,97.88,No
12,2023-06-25,29,85.83,No
1,2023-04-01,111,77.01,No
12,2023-06-17,112,85.68,No
30,2023-09-07,13,98.23,No
22,2024-09-18,61,83.6,No
10,2023-10-25,77,92.97,No
44,2022-12-01,8,93.62,No
47,2024-12-30,11,86.24,No
40,2023-04-03,47,89.89,No
22,2024-04-20,12,96.22,No
20,2022-05-08,12,91.73,No
2,2022-06-18,60,92.33,No
6,2023-03-22,46,91.95,No
32,2022-07-12,16,97.36,No
46,2022-07-19,107,75.94,No
42,2024-09-05,76,79.81,No
43,2022-04-23,87,88.17,No
37,2024-12-15,65,95.76,No
33,2024-07-27,7,92.03,No
30,2024-12-04,32,79.33,No
42,2022-02-21,50,84.79,No
45,2022-08-11,67,86.2,No
37,2024-01-03,38,88.75,No
11,2022-08-13,57,83.62,No
23,2023-06-09,10,80.76,No
49,2023-11-26,68,76.56,No
8,2022-03-16,15,77.14,No
45,2023-02-28,83,80.62,Yes
5,2023-03-27,14,89.16,No
20,2023-05-26,87,75.6,No
45,2024-11-17,56,77.06,No
43,2024-09-19,117,79.0,No
30,2023-04-13,52,77.39,No
13,2022-05-01,61,76.03,No
49,2024-09-03,12,97.6,Yes
48,2022-02-06,40,91.76,No
42,2023-09-16,40,85.3,No
8,2024-05-06,97,85.02,No
11,2022-06-13,83,93.42,No
20,2023-03-14,4,96.35,Yes
6,2022-11-01,28,79.46,No
4,2022-04-04,47,79.94,No
11,2022-05-31,61,91.65,Yes
49,2024-07-13,119,96.62,No
24,2023-06-19,17,75.63,No
36,2023-05-11,68,93.78,No
25,2023-05-08,42,98.32,No
9,2024-10-04,96,89.23,No
34,2024-05-26,32,83.76,No
14,2024-04-07,103,96.29,No
38,2022-09-30,8,77.8,No
4,2023-04-29,14,78.08,No
5,2023-04-26,81,83.41,No
20,2023-06-17,39,94.0,No
41,2024-03-14,2,86.43,No
9,2022-05-06,99,84.13,No
45,2024-10-05,34,93.64,No
49,2024-12-02,65,98.37,Yes
31,2022-05-09,102,97.68,Yes
44,2024-08-06,45,95.94,No
31,2023-05-07,13,98.42,No
33,2024-01-12,16,91.35,No
23,2022-10-18,77,90.55,No
18,2023-08-23,102,89.47,No
19,2023-05-07,113,82.89,No
48,2022-07-24,12,77.1,No
47,2023-11-13,56,90.03,No
14,2024-05-17,86,75.74,No
32,2023-12-10,56,78.86,No
12,2024-08-31,37,89.18,No
28,2024-02-15,76,87.37,No
1,2023-03-12,48,90.83,No
17,2023-06-27,77,97.46,No
23,2022-05-14,48,84.66,No
18,2024-09-21,35,83.57,No
43,2022-05-16,35,94.07,No
25,2024-04-27,8,93.23,No
13,2022-06-28,31,82.0,Yes
11,2024-09-03,33,97.84,No
47,2022-01-30,21,83.92,No
26,2024-04-17,80,87.73,No
17,2022-10-29,10,82.4,No
40,2022-05-01,114,85.19,No
46,2024-02-21,106,97.1,No
31,2023-04-25,30,80.55,No
23,2022-06-29,102,76.55,No
49,2022-02-16,19,83.62,No
40,2024-02-21,17,98.21,No
9,2022-04-15,76,85.3,No
5,2022-12-24,23,78.49,No
46,2023-12-03,111,93.38,Yes
29,2023-04-07,91,95.13,No
18,2023-05-13,71,81.06,No
46,2022-07-03,56,96.62,No
2,2024-02-03,19,84.56,No
5,2023-03-18,9,98.7,No
27,2022-06-29,40,89.44,No
2,2022-12-14,65,77.54,No
7,2022-04-07,104,94.63,No
46,2024-09-07,29,79.83,No
36,2022-02-20,33,93.02,No
47,2023-10-29,26,89.91,No
39,2024-11-21,38,92.77,No
25,2023-06-02,32,92.5,No
24,2022-03-05,91,96.04,No
10,2023-04-17,112,94.03,No
34,2022-03-25,77,97.14,No
6,2023-06-22,13,91.26,No
17,2022-07-22,54,76.44,No
38,2024-01-20,32,82.75,No
26,2023-09-30,24,77.1,No
4,2022-07-11,26,95.74,No
14,2023-05-06,116,86.63,No
23,2023-01-30,68,87.73,No
35,2023-09-01,38,97.25,No
18,2023-09-29,117,91.42,No
35,2023-03-24,91,87.58,No
35,2023-11-07,24,98.96,No
47,2023-07-02,115,95.96,No
37,2024-04-27,65,81.09,Yes
30,2022-03-29,56,78.2,No
3,2022-07-23,47,79.68,No
48,2024-11-25,110,76.95,No
20,2023-04-20,27,92.28,No
40,2024-11-24,56,89.11,No
16,2023-06-28,51,91.57,No
33,2022-07-17,11,91.37,No
36,2023-02-14,17,97.18,No
6,2023-06-01,26,83.87,No
1,2024-03-13,84,76.48,No
28,2023-07-04,18,95.96,No
33,2022-09-01,3,87.11,No
4,2022-03-13,69,76.96,No
44,2024-08-26,65,82.12,No
15,2022-08-03,99,94.97,Yes
19,2023-09-17,78,81.44,No
47,2024-02-05,104,97.09,No
27,2022-01-29,116,97.17,No
10,2024-11-01,70,76.31,No
27,2024-12-07,104,86.12,Yes
7,2024-07-01,56,84.47,No
27,2022-02-02,23,97.61,No
14,2023-09-19,107,96.31,No
30,2023-05-27,101,83.74,No
12,2024-12-11,51,90.6,No
32,2023-06-09,94,93.3,No
23,2023-03-30,78,90.78,No
45,2023-10-01,16,93.35,No
46,2022-08-10,0,93.5,No
16,2024-04-29,102,95.61,Yes
44,2024-10-23,69,79.22,No
13,2024-06-17,49,80.75,No
24,2022-08-04,107,90.6,No
10,2023-12-13,109,96.84,No
19,2022-08-28,103,79.24,No
42,2022-10-08,32,81.75,Yes
36,2024-03-03,102,89.4,No
34,2022-05-19,27,96.7,No
26,2022-10-07,70,81.05,Yes
12,2023-08-03,94,90.72,No
9,2023-03-08,96,86.48,No
35,2024-08-29,110,77.81,No
25,2023-03-07,103,85.77,No
4,2022-02-08,63,78.63,No
34,2022-11-25,116,94.43,No
40,2024-10-04,54,92.32,No
7,2024-06-09,1,82.27,No
44,2024-07-04,45,84.82,No
42,2023-07-20,108,81.68,No
9,2023-04-29,113,87.19,No
26,2024-03-06,105,87.17,No
7,2024-11-22,71,76.4,No
42,2023-02-27,30,83.17,No
27,2022-04-25,66,95.19,No
40,2024-06-14,39,84.0,No
2,2024-10-30,52,98.1,No
39,2023-05-17,3,81.46,No
10,2024-06-19,59,75.89,No
21,2024-05-10,17,95.18,No
5,2024-11-20,51,77.21,No
19,2022-07-02,11,78.75,No
2,2024-09-25,53,75.89,No
12,2023-10-15,26,75.01,Yes
28,2022-07-03,20,83.77,No
28,2023-02-03,112,89.26,No
40,2022-01-03,17,86.97,No
48,2023-05-22,29,78.12,No
2,2024-10-19,12,91.23,No
48,2024-02-27,38,90.1,No
3,2023-11-19,60,92.43,No
28,2023-05-15,63,84.38,No
22,2023-03-26,100,81.34,No
33,2023-10-17,98,82.94,No
7,2024-08-05,58,94.76,Yes
40,2023-06-12,93,86.14,No
10,2023-05-11,102,85.72,No
9,2024-02-01,110,95.39,No
35,2023-04-01,6,86.0,No
6,2024-07-27,113,98.53,No
23,2023-09-15,81,88.36,No
8,2023-05-27,53,95.24,No
34,2022-11-12,32,93.15,No
31,2024-09-01,4,92.24,No
1,2023-04-17,25,96.49,No
30,2023-09-07,28,81.11,No
13,2022-06-26,116,91.82,No
2,2022-10-03,0,88.84,No
33,2024-02-13,59,85.37,No
44,2023-02-23,68,95.97,Yes
17,2022-05-01,68,89.48,No
47,2022-05-09,30,83.19,No
48,2024-03-08,50,75.34,No
26,2022-02-07,87,96.4,No
3,2024-12-03,116,82.1,No
46,2024-09-30,97,95.02,No
17,2022-06-30,1,75.03,No
44,2023-01-05,28,89.65,No
49,2023-12-23,113,94.96,No
27,2024-08-31,98,98.71,No
42,2022-01-02,31,98.77,No
10,2023-06-19,8,85.41,No
7,2024-12-13,12,84.43,No
34,2022-10-11,105,86.22,No
12,2022-07-20,116,83.23,No
13,2022-09-20,103,76.52,No
27,2024-01-05,42,77.73,No
44,2023-11-03,24,75.9,No
6,2023-10-25,109,75.81,No
42,2022-05-03,61,89.25,Yes
9,2022-02-18,4,93.6,No
8,2024-04-22,8,81.63,No
11,2023-09-23,28,83.67,Yes
45,2022-06-04,119,96.87,No
5,2023-11-15,70,81.28,No
23,2022-04-19,71,82.22,No
48,2022-01-03,21,85.54,No
11,2024-12-09,67,98.76,No
21,2024-04-28,0,93.55,No
5,2022-07-22,75,93.34,No
48,2022-01-15,34,97.08,No
44,2023-01-27,8,75.04,No
24,2024-07-05,22,91.28,No
15,2022-09-01,67,82.79,Yes
29,2023-03-14,52,84.01,No
10,2023-03-11,80,87.58,No
48,2022-01-18,99,90.28,No
17,2024-11-12,40,86.95,No
12,2023-01-17,79,88.45,No
1,2022-01-10,9,87.49,No
33,2022-10-04,105,77.31,No
34,2023-11-03,111,86.21,No
7,2022-11-03,104,93.11,No
7,2023-10-03,57,86.56,No
47,2022-04-18,32,75.46,No
17,2023-11-06,13,84.83,No
3,2022-12-06,106,75.37,No
35,2023-10-20,88,98.6,No
19,2023-08-29,112,89.41,No
21,2023-01-31,1,81.89,No
18,2023-01-10,45,84.51,No
23,2023-06-11,76,84.27,No
41,2022-04-10,12,75.49,No
4,2024-08-02,59,89.77,No
36,2023-08-10,13,77.57,No
10,2022-09-26,10,81.47,No
1,2022-01-29,103,75.27,No
27,2022-11-30,47,79.31,No
22,2024-08-19,1,75.29,No
41,2022-11-15,88,81.66,No
44,2023-05-05,88,76.54,No
39,2022-01-17,18,75.94,No
2,2023-08-21,83,84.36,Yes
6,2024-12-16,32,77.2,No
6,2022-01-20,38,91.15,No
40,2022-11-19,17,85.67,No
40,2023-01-02,98,84.61,No
6,2024-06-08,113,86.48,Yes
4,2022-11-26,69,77.71,No
38,2023-05-20,30,81.08,No
17,2022-09-07,71,87.35,No
35,2024-10-22,104,76.23,No
36,2024-04-14,65,76.84,No
13,2022-09-21,35,76.62,No
35,2024-09-14,2,90.77,No
20,2022-06-29,52,91.88,No
32,2024-06-21,77,76.7,No
32,2022-04-21,44,94.62,No
4,2022-05-18,51,87.02,No
16,2024-12-14,6,90.54,No
31,2024-03-17,12,89.22,No
9,2022-03-04,48,88.65,No
19,2024-07-17,18,90.93,No
22,2023-06-02,5,91.76,No
25,2024-05-01,110,83.1,No
49,2022-09-29,94,93.32,No
22,2024-05-28,94,77.46,No
47,2024-04-08,114,97.96,No
37,2023-03-29,106,80.25,No
2,2022-01-21,39,78.98,No
40,2024-05-18,21,78.1,No
48,2022-06-27,76,87.98,No
2,2022-06-23,60,85.64,No
34,2024-07-31,52,97.12,No
5,2022-04-21,24,91.87,Yes
5,2023-05-11,97,97.5,No
15,2024-12-31,54,84.75,No
29,2023-02-11,54,90.67,No
19,2023-01-27,105,88.91,No
27,2022-02-24,1,82.81,No
14,2024-05-21,65,97.81,No
28,2024-07-03,28,87.28,No
37,2023-05-27,14,92.95,No
6,2023-05-01,76,87.42,No
4,2024-07-21,66,95.41,No
24,2022-07-02,42,81.44,No
15,2023-09-26,86,79.67,No
5,2024-10-16,117,87.46,No
6,2024-04-02,86,91.34,No
34,2022-10-10,68,91.78,No
43,2024-01-10,47,83.78,Yes
37,2022-01-18,32,81.28,No
27,2022-02-28,86,90.74,No
39,2022-11-16,65,87.75,No
46,2022-05-27,81,91.36,No
2,2024-01-06,27,86.41,No
23,2023-06-28,112,92.35,No
20,2024-03-21,24,79.41,No
32,2022-02-26,49,90.69,No
28,2023-09-29,5,81.21,Yes
47,2022-09-12,89,76.6,No
48,2022-04-19,29,77.04,Yes
48,2024-08-02,17,94.25,No
11,2022-02-12,102,85.12,No
41,2023-03-10,117,77.94,No
34,2023-06-29,95,76.3,No
46,2022-04-08,53,78.12,No
38,2023-09-02,102,89.57,No
10,2023-01-28,67,90.83,No
43,2022-03-01,27,98.75,No
39,2024-01-24,108,79.77,Yes
8,2024-10-21,108,97.88,No
35,2022-03-06,27,90.76,No
46,2024-02-19,69,91.2,No
42,2022-12-19,53,81.24,No
47,2023-02-07,79,78.79,No
49,2024-09-14,43,80.42,No
20,2022-05-01,67,79.51,No
44,2022-11-08,116,81.81,No
15,2024-09-27,107,83.8,No
10,2024-10-19,104,80.17,No
15,2023-08-01,54,85.86,No
5,2022-11-23,86,81.97,No
10,2023-03-03,68,81.32,No
22,2022-04-16,22,90.02,No
27,2023-01-01,81,81.94,No
10,2023-09-15,50,81.83,No
6,2023-08-16,110,80.95,No
16,2023-09-19,0,86.96,No
32,2022-10-13,64,93.9,No
18,2024-09-01,43,86.62,No
6,2022-02-25,110,80.97,No
14,2024-06-15,37,89.19,No
45,2022-03-29,31,78.52,No
18,2022-08-21,65,91.75,No
10,2024-03-03,18,90.91,No
36,2024-07-13,79,82.21,No
16,2022-01-09,29,78.11,No
34,2022-03-19,75,96.54,No
13,2023-03-28,24,84.69,No
17,2023-08-18,51,91.49,No
5,2024-03-02,9,94.33,No
35,2022-08-05,83,79.43,No
10,2022-02-03,8,85.97,No
35,2024-04-14,9,76.65,No
22,2022-01-06,88,76.25,No
19,2024-07-04,75,97.22,No
30,2023-11-26,5,80.72,No
30,2024-02-06,82,89.81,No
44,2022-11-21,30,84.65,No
36,2024-02-16,111,91.59,No
46,2022-01-19,69,81.26,No
19,2024-05-08,74,80.58,Yes
47,2024-07-23,55,87.11,No
35,2024-02-22,71,91.32,Yes
39,2024-09-23,80,78.63,No
32,2022-09-26,45,91.63,No
41,2024-10-16,105,98.46,Yes
7,2023-08-02,29,98.17,No
32,2023-07-05,84,83.47,No
4,2023-10-15,20,90.9,No
41,2023-10-01,85,78.74,No
20,2024-05-11,104,77.07,No
19,2023-02-19,77,97.25,No
1,2023-06-29,105,86.11,No
26,2022-11-21,60,96.19,Yes
49,2022-05-03,11,84.99,No
13,2022-11-11,16,98.91,No
38,2024-03-20,30,80.53,No
47,2024-11-29,108,96.69,Yes
27,2024-06-21,114,92.48,Yes
37,2024-05-31,16,77.14,No
20,2024-06-26,45,76.26,No
49,2024-04-03,88,88.08,No
19,2024-06-05,29,89.99,No
49,2023-05-27,52,80.37,No
2,2024-03-28,34,96.46,No
10,2022-06-14,30,98.79,No
14,2022-11-17,64,79.61,No
3,2022-12-12,82,92.64,No
26,2023-01-23,105,87.36,No
43,2024-02-06,119,84.91,No
11,2024-02-05,14,82.43,No
6,2024-04-22,118,80.45,No
49,2024-03-18,114,75.47,No
19,2024-04-18,31,98.67,No
29,2024-05-25,42,87.56,No
38,2023-10-02,49,89.87,No
32,2024-04-06,105,87.41,No
18,2022-10-16,113,83.63,No
20,2023-06-23,83,78.06,Yes
47,2024-11-22,69,83.19,Yes
11,2023-05-12,34,95.72,No
47,2022-06-12,24,83.61,No
33,2023-03-18,69,82.18,No
4,2022-07-13,84,83.43,No
36,2024-09-25,117,89.19,Yes
38,2024-12-09,69,91.01,No
20,2022-06-01,58,75.64,No
11,2022-06-15,78,78.35,No
6,2022-12-10,22,76.12,No
13,2023-06-17,62,88.3,No
33,2023-02-27,113,80.41,No
11,2023-05-16,53,85.61,No
35,2022-09-19,24,79.86,No
13,2024-07-24,115,87.08,Yes
17,2022-07-04,13,79.41,No
46,2023-02-02,39,76.75,No
34,2024-02-04,83,90.88,No
48,2023-08-11,92,91.41,No
4,2022-05-12,94,97.45,No
34,2024-11-28,90,81.59,Yes
46,2023-12-13,18,86.31,Yes
47,2023-02-16,13,93.32,No
30,2024-03-24,65,98.52,No
37,2022-05-25,0,90.87,No
34,2024-01-25,87,83.16,Yes
9,2024-02-17,117,79.74,No
20,2023-05-22,106,75.76,No
6,2023-01-18,71,77.5,No
43,2024-01-05,67,84.77,No
1,2023-01-02,82,96.67,No
12,2023-12-31,38,91.18,No
44,2022-07-03,105,85.8,No
27,2024-04-07,80,89.66,No
29,2022-01-09,71,96.55,No
34,2023-01-05,17,89.76,No
26,2022-11-05,117,91.38,No
18,2023-08-24,80,82.12,No
13,2022-08-29,39,79.05,No
30,2024-11-16,117,76.55,No
47,2024-04-02,114,88.63,No
34,2024-11-02,86,91.36,No
4,2023-08-04,29,93.83,No
17,2023-11-13,57,97.98,Yes
14,2023-04-25,61,90.08,No
38,2023-06-08,67,76.13,No
45,2022-03-12,14,80.81,No
30,2023-09-07,41,86.27,No
22,2022-07-22,84,90.7,No
33,2023-01-07,49,98.78,No
10,2023-04-21,118,89.19,No
14,2022-10-07,52,92.36,No
37,2024-11-14,50,87.69,Yes
11,2022-08-31,80,78.14,Yes
19,2023-06-25,94,80.6,No
49,2022-03-10,49,78.18,No
45,2024-06-09,1,78.21,No
39,2023-07-07,57,88.29,No
35,2024-04-01,18,88.74,No
20,2022-06-30,100,90.91,Yes
49,2024-03-28,8,87.97,No
48,2023-05-25,92,90.43,No
24,2022-07-11,76,97.19,No
40,2023-12-20,45,98.66,No
15,2024-02-26,84,78.47,No
9,2024-04-10,58,94.18,No
46,2022-08-19,94,82.66,No
25,2022-11-13,65,83.4,No
25,2024-07-09,107,76.58,No
42,2023-09-27,45,77.66,Yes
26,2022-12-04,56,83.78,Yes
45,2023-03-04,89,92.9,No
1,2022-02-26,119,91.01,No
12,2024-03-28,6,97.42,No
48,2024-12-09,97,88.83,No
29,2024-07-07,17,90.74,No
7,2024-08-21,111,92.63,No
15,2023-01-16,99,79.46,No
22,2023-10-13,6,82.88,No
10,2024-12-18,11,98.35,Yes
2,2023-03-05,70,79.6,No
23,2023-09-24,1,81.28,No
35,2022-05-17,117,97.14,No
17,2024-10-17,21,79.93,No
12,2022-05-21,117,81.35,No
49,2024-09-22,50,88.04,No
7,2023-04-14,70,76.92,No
16,2023-07-22,7,96.0,No
28,2022-11-20,5,89.35,No
46,2024-12-27,36,87.93,Yes
39,2024-04-13,103,88.94,No
35,2024-03-19,24,83.21,No
16,2024-12-13,90,91.97,No
22,2022-04-16,115,92.74,No
35,2024-06-10,56,80.02,No
12,2022-08-23,107,86.51,No
10,2022-04-12,20,96.58,No
21,2023-09-04,71,86.92,No
12,2022-09-17,49,92.03,No
25,2022-11-24,75,86.71,No
31,2023-07-11,107,78.24,No
11,2024-10-12,18,86.72,No
47,2024-04-12,57,82.56,No
25,2024-01-05,7,95.0,No
11,2024-08-24,71,90.5,No
4,2024-10-12,73,83.91,Yes
2,2023-04-06,64,91.47,No
4,2024-08-02,3,95.74,No
15,2022-07-22,95,78.88,No
26,2022-05-29,51,76.69,No
24,2024-09-07,79,80.37,No
22,2024-12-10,64,87.87,No
10,2023-01-31,17,77.95,Yes
22,2024-07-11,89,97.54,No
31,2024-10-31,79,87.66,No
3,2022-02-23,2,92.33,No
26,2024-10-26,117,92.39,No
6,2023-06-08,99,85.4,No
33,2024-10-31,6,86.82,No
14,2023-02-01,13,94.45,No
13,2024-11-16,85,83.59,No
38,2022-12-26,105,83.75,Yes
6,2023-11-14,42,82.21,No
26,2024-02-06,117,79.96,No
21,2024-12-06,12,85.69,No
21,2024-03-15,93,78.68,No
9,2022-02-15,52,77.72,No
2,2024-10-06,106,94.35,No
39,2022-03-02,25,82.76,No
1,2023-02-20,80,94.21,No
16,2022-03-22,3,82.68,Yes
5,2023-09-14,14,97.15,No
47,2024-11-30,11,98.25,No
7,2024-03-25,119,83.82,No
34,2024-09-09,50,82.93,No
6,2024-08-07,36,91.96,No
26,2024-11-04,73,82.14,No
26,2024-01-13,76,95.11,No
16,2024-12-27,33,80.14,No
3,2022-03-27,59,82.18,No
40,2022-07-23,109,75.23,No
43,2024-08-26,88,80.46,No
36,2024-02-19,77,94.92,Yes
12,2023-10-12,42,82.78,No
36,2023-07-19,1,88.8,No
32,2024-02-27,13,94.0,No
18,2022-10-15,119,77.27,No
12,2023-01-25,74,77.92,No
31,2022-08-15,64,80.31,No
7,2024-12-02,66,92.31,No
4,2022-04-28,42,87.1,No
4,2024-12-12,23,80.27,No
30,2024-06-15,23,88.12,No
42,2023-10-24,25,98.09,No
26,2024-04-06,118,82.0,No
41,2023-04-07,12,92.24,No
20,2022-12-14,46,88.15,No
27,2022-07-23,32,96.85,Yes
18,2022-11-15,51,87.49,No
40,2024-01-19,30,77.63,No
20,2023-12-04,110,91.82,No
28,2023-06-03,62,78.47,No
3,2022-03-11,23,90.54,No
17,2024-01-06,74,88.39,No
49,2023-03-11,24,79.12,No
29,2024-06-28,0,92.71,No
10,2024-04-22,115,76.24,No
2,2023-05-18,57,83.8,No
38,2023-09-27,35,84.72,No
6,2024-07-12,46,91.8,No
21,2024-04-15,62,76.39,No
8,2024-06-11,32,81.79,No
4,2024-05-29,28,95.62,No
19,2023-12-24,72,89.96,No
49,2022-01-26,75,83.77,No
11,2022-07-09,41,81.78,No
27,2022-02-14,27,79.21,No
19,2023-02-05,47,96.04,No
28,2024-12-06,25,90.41,No
30,2024-01-04,94,97.7,No
37,2023-10-19,105,90.66,No
42,2024-08-23,77,97.53,No
19,2024-05-10,0,84.73,Yes
5,2024-04-12,5,79.5,No
30,2022-01-19,3,97.52,Yes
22,2022-06-29,100,90.97,No
44,2022-05-18,95,77.17,No
37,2024-06-02,85,86.37,No
48,2023-12-18,105,78.83,No
41,2024-10-28,21,96.18,Yes
